StokKodu;StokBarkod;StokAdi
22400;8,69603E+12;KUHNE 335GR KIR.BIBERIYE TURSUSU
908;8,69603E+12;KUHNE 340GR COCUKLAR ICIN KORNISON TURSU
404;5,9991E+12;KUHNE 340GR ORGANIK MISIR
795;8,69603E+12;KUHNE 350GR KORNISON TURSU
2455;8,69603E+12;KUHNE 500ML BALSAMIK SIRKE
22474;8,69603E+12;KUHNE 500ML BEYAZ UZUM SIRKESI
21208;8,69603E+12;KUHNE 500ML CAM NAR EKSILI SOS
326;8,69603E+12;KUHNE 500ML CAM NAR SIRKESI
1938;8,69603E+12;KUHNE 500ML ELMA SIRKESI
5230;8,69603E+12;KUHNE 500ML ELMA SIRKESI
20580;8,69603E+12;KUHNE 500ML UZUM SIRKESI
21822;8,69603E+12;KUHNE 580ML ALTIN SERI KLASIK
21821;8,69603E+12;KUHNE 580ML ALTIN SERI SALATALIK ACI
2199;8,69603E+12;KUHNE 640GR ALMAN TIPI KARISIK TURSU
20275;8,69603E+12;KUHNE 640GR KOZ.PATLICAN
7131;8,69603E+12;KUHNE 640GR KOZ.PATLICAN SALATASI
18320;8,69603E+12;KUHNE 650GR JALAPONE TURSU
2197;8,69603E+12;KUHNE 650GR LAHANA TURSUSU
6260;8,69603E+12;KUHNE 670GR AZ TUZLU KARNISON
21995;8,69603E+12;KUHNE 670GR EGE USU.SALTALIK TURSU
21994;8,69603E+12;KUHNE 670GR G.DOGU US.SALATALIK TURSU
797;8,69603E+12;KUHNE 670GR GEWURZ GURKEN TURSU
10688;8,69303E+12;KUHNE 670GR SALATALIK TURSUSU
820;8,69603E+12;KUHNE 670GRL KOZLENMIS BIBER
12;8,69303E+12;KUHNE 680GR TURK TIPI KARISIK TURSU
21024;8,69603E+12;KUHNE 720ML GRILL GURKEN TURSU
22495;;KUHNE 720ML KOZL.BIBER ACI LI
21025;8,69603E+12;KUHNE 720ML PANCAR TURSU
1920;8,69603E+12;KUHNE MISIR 200GR
1919;8,69603E+12;KUHNE MISIR 200GR 2LI
22139;8,69603E+12;KUHNE NAR EKSISI 250ML CAM SISE
2659;2710366;KUR.BADEMLI LOKUM(SULTAN)
20612;2710385;KUR.BALIN SEKER KG
2616;2710143;KUR.BONıBON SEKERI  KG
20212;2710383;KUR.CIKOLATIN CIKOLATA KG
38;2710528;KUR.DRAJE UZUMLU
22980;2710928;KUR.HALLEY MINI KG
20138;2710268;KUR.JEL SEKER KG
8645;2710721;KUR.KAYISI SEKERI KG
3815;2710144;KUR.KURU PASTA KG
8643;2710719;KUR.METRO MINI KG
5724;2710546;KUR.SUCUK FITIL NARLI BADEMLI FISTIKLI FINDIKLI
8646;2710722;KUR.ULKER BAYRAMLIK SEKER
17667;8,69038E+12;KURAL KUP SEKER 750GR
19680;2710139;KURU PASTA KG
3087;2710271;KURU SELE ZEYTIN KG
4250;8,69261E+12;KUS YEMI HARIKA MUHABBET 400 GR
896;8,69261E+12;KUS YEMI MAVILIM 400 GR
4254;8,69261E+12;KUS YEMI SIMARIK MUHABBET 400 GR
2241;8,69261E+12;KUS YEMI TELEVOLE BESIKTAS 400 GR
5823;8,69055E+12;KUZEY 750GR SPREY CAM TEMIZLEYICI
5824;8,69055E+12;KUZEY SODA MATIK 500GR
5967;2710195;KUZU BUT KG
15008;2710984;KUZU CIGER KG
5970;2710198;KUZU GERDAN KG
495;2710204;KUZU GOMLEK KG
2598;2710378;KUZU INCIK KG
4507;2710082;KUZU KABURGA KG
4510;2710081;KUZU KARACIGER KG
2692;2710353;KUZU KEMIK KG
6696;2710574;KUZU KULBASTI KG
2695;2710351;KUZU KÜŞLEME KG
4517;2710079;KUZU LOKUM KG
3656;2710990;KUZU SAC KAVURMA KG
2630;2710374;KUZU ŞİŞ KG
14848;2710983;KUZU YUREK KG
17747;5,99618E+12;LADY SPEED STICK 45GR
22078;8,69917E+12;LALIN RECEL 1800GR AHUDUDU
21396;8,69917E+12;LALIN RECEL 1800GR BOGURTLEN
21397;8,69917E+12;LALIN RECEL 1800GR CILEK
22755;8,69917E+12;LALIN RECEL 1800GR GUL,PORTAKAL
21394;8,69917E+12;LALIN RECEL 1800GR KAYISI
21395;8,69917E+12;LALIN RECEL 1800GR VISNE
175;8,69917E+12;LALIN RECEL 700GR CESIT
62;9,00438E+12;LANDESSA 230ML CAPUCCINO EXPRESSO LATTE
2569;8,69179E+12;LAPIDEN TUY DOK.PARFUMLU
18603;8,69109E+12;LAPITAK AYAK BAKIM KREMI 60ML
18602;8,69109E+12;LAPITAK EL BAKIM KREMI 60ML
22208;8,69295E+12;LARA KAHVALTI BARDAGI 6LI
22168;8,69295E+12;LAV KAHVALTI BARDAGI 6'LI
935;3,07378E+12;LAVACHE QUIRIT 16LI 200GR
15818;3,07378E+12;LAVACHE QUIRIT 230GR KREM PEYNIR
15819;3,07378E+12;LAVACHE QUIRIT 400GR KREM PEYNIR
18410;3,07378E+12;LAVACHE QUIRIT DIL.200GR CHEDDAR
18409;3,07378E+12;LAVACHE QUIRIT DIL.200GR SADE
992;3,07378E+12;LAVACHE QUIRIT KREM PEY.140GR
936;3,07378E+12;LAVACHE QUIRIT KREM PEY.270GR
993;3,07378E+12;LAVACHE QUIRIT KREM PEY.300GR
12288;8,69062E+12;LAYS 104GR BAHARATLI
12284;8,69062E+12;LAYS 104GR KLASIK
9981;8,69062E+12;LAYS 110GR KUR.YESIL CESNI
12703;8,69062E+12;LAYS 114GR Z.YAGI VE KEKIK
19156;8,69062E+12;LAYS 114GR Z.YAGLI SADE
21512;8,69062E+12;LAYS 120GR FIRINDAN YOGURT ACUKA CESNILI
12743;8,69062E+12;LAYS 180GR ZEYTIN VE KEKIK
20142;8,69062E+12;LAYS 22GR MEV.YESILLIK
9104;8,69062E+12;LAYS 30GR KASIK
16032;8,69062E+12;LAYS 33GR KIS ATESI
15873;8,69062E+12;LAYS 35GR BAHARAT
15872;8,69062E+12;LAYS 35GR KLASIK
8353;8,69062E+12;LAYS 46GR BAHARATLI
8366;8,69062E+12;LAYS 48GR KLASIK
20273;8,69062E+12;LAYS 61GR FIR.ACI KIR.BIBER
9694;8,69062E+12;LAYS 61GR KASIK
20891;8,69062E+12;LAYS 66GR ISOT AILE
15836;8,69062E+12;LAYS 66GR YOGURT&MEVSIM
114;8,69062E+12;LAYS 67GR KASIK BIBER
21513;8,69062E+12;LAYS 68GR FIRINDAN YOGURT ACUKA CESNILI
12375;8,69062E+12;LAYS 72GR KLASIK
12374;8,69062E+12;LAYS 84GR BAHARAT
15840;8,69062E+12;LAYS 96GR YOGURT&MEVSIM
988;8,69062E+12;LAYS FIRINDAN 94GR KUR.DOM.YESILLIK TANELI
16498;8,69062E+12;LAYS GURME FETA KIR.BIB.126GR
16497;8,69062E+12;LAYS GURME PARMESAN 126GR
22271;8,69062E+12;LAYS YENI 134GR PEY.FESLEGEN
22270;8,69062E+12;LAYS YENI 155GR CLASSIC
825;8,69921E+12;LC LOLI YUV.CIK.27GR
12041;8,69059E+12;LEBSAN ANTEP FISTIGI 200GR
12040;8,69059E+12;LEBSAN ANTEP FISTIGI 80GR
12056;8,69852E+12;LEBSAN BADEM ICI 200GR KAVRULMUS
12043;8,69852E+12;LEBSAN BEYAZ AYCEKIRDEGI 200GR
12044;8,69852E+12;LEBSAN BEYAZ AYCEKIRDEGI 400GR
12042;8,69852E+12;LEBSAN BEYAZ AYCEKIRDEGI 70GR
12045;8,69059E+12;LEBSAN DAKOTA AYCEKIRDEGI 120GR
12046;8,69852E+12;LEBSAN DAKOTA AYCEKIRDEGI 250GR
12049;8,69059E+12;LEBSAN FINDIK ICI 200GR
12048;8,69059E+12;LEBSAN FINDIK ICI 80GR
12047;8,69059E+12;LEBSAN KABAK CEKIRDEGI 190GR
12050;8,69852E+12;LEBSAN KARISIK(KOKTEYL)CEREZ 200GR
12051;8,69852E+12;LEBSAN KARISIK(KOKTEYL)CEREZ 400GR
12052;8,69059E+12;LEBSAN LEBLEBI CITIR 200GR
12081;8,69059E+12;LEBSAN LEBLEBI SAKIZ(BEYAZ) 200GR
12054;8,69059E+12;LEBSAN LEBLEBI SARI(DAGLI) 200GR
12053;8,69059E+12;LEBSAN LEBLEBI SEKERI 200GR
12057;8,69059E+12;LEBSAN YERFISTIGI KAV.KABUK.150GR
12055;8,69852E+12;LEBSAN YERFISTIK ICI 200GR
831;5,01008E+12;LEES DOLGULU KARTOPU 110GR
21772;8,68113E+12;LESOLEIL SAMPUAN CESITLERI 650GR
6066;8,6974E+12;LEZ-ET BUFE SUCUK 200GR
19307;8,6974E+12;LEZ-ET KOKTEYL SOSIS 330GR
6067;8,6974E+12;LEZ-ET MACAR SALAM 200GR
3006;8,69643E+12;LEZITA 1000GR  SOSIS
983;8,69643E+12;LEZITA 1KG NUGGET
3027;8,69643E+12;LEZITA 200GR DONER
5284;8,69643E+12;LEZITA 300GR KOFTE
3036;8,69643E+12;LEZITA 300GR NUGGET
3270;8,69643E+12;LEZITA 400GR DILIMLI SUCUK
3906;8,69643E+12;LEZITA 400GR SALAM
3639;8,69643E+12;LEZITA 450GR BATON SUCUK
3559;8,69643E+12;LEZITA 450GR SOSIS KOKTEYL
3156;8,69643E+12;LEZITA 700GR CITIR JUMBO FLETO
3002;8,69643E+12;LEZITA 700GR KOVA CITIR LOKMALIK
3005;8,69643E+12;LEZITA 700GR NUGGET
3004;8,69643E+12;LEZITA 700GR SCHINITZEL
3003;8,69643E+12;LEZITA 850GR KOVA CITIR PILIC PARCALARI
22065;8,69643E+12;LEZITA PILIC SALAM 800GR
984;8,69643E+12;LEZITA SALAM 1KG
3287;2710980;LEZITA SOSIS KG
3678;8,69643E+12;LEZITA SUCUK 450GR
4331;8,69073E+12;LEZZO DRINK 9GR
3718;8,69073E+12;LEZZO TOZ EKO PORTAKAL 250GR
4796;8,69962E+12;LIBRESSE 3MM NOR.KAN.10*24 ULT.INC
7176;8,69064E+12;LIFEBUOY S.SAB.200ML ACT.FRESH
1970;8,69064E+12;LIFEBUOY S.SAB.200ML CARE
1969;8,69064E+12;LIFEBUOY S.SAB.200ML NATUREL
1967;8,69064E+12;LIFEBUOY S.SAB.200ML TOTAL
2775;8,69064E+12;LIFEBUOY S.SAB.900ML ACT.FRESH
2769;8,69064E+12;LIFEBUOY S.SAB.900ML CARE
719;8,69064E+12;LIFEBUOY S.SAB.900ML NATUREL
499;8,69064E+12;LIFEBUOY S.SAB.900ML TOTAL
17813;8,69064E+12;LIFEBUOY SABUN 90GR
3123;2435420024;LIKE HOME 50GR CROISSANT CIK&VAN
3049;2435420086;LIKE HOME SWISS ROLL 290GR
1908;8,69064E+12;LIPRON EARLY GREY TIN LOOSE 100GR
916;8,69064E+12;LIPTON 1000 GR YELLOW LABEL(POUCH)
3968;8,69064E+12;LIPTON 153GR YELLOW LABEL DEMLIK
16993;8,69064E+12;LIPTON 192GR YEL.LAB.60'LI DEMLIK
9134;8,69064E+12;LIPTON 20 GR YELLOV LABEL BARDAK
137;8,69064E+12;LIPTON 200GR DEFNE KOZ.COPACK
5736;8,69064E+12;LIPTON 200GR YEL.LAB.BARDAK 100'LU
10904;8,69064E+12;LIPTON 200GR*2 YEL.LAB.KETTLE
938;8,69057E+12;LIPTON 250ML TROPIKAL
1104;8,69064E+12;LIPTON 320GR YELLOW LABEL DEMLIK 100LU
5909;8,69064E+12;LIPTON 340 GR YELLOW LABEL
9222;8,69064E+12;LIPTON 340 GR YELLOW LABEL
917;8,69064E+12;LIPTON 500 GR YELLOW LABEL(POUCH)
3966;8,69064E+12;LIPTON 500GR GOLDEN CEYLON
3964;8,69064E+12;LIPTON 500GR YELLOW LABEL
3975;8,69064E+12;LIPTON 50GR YELLOW LABEL BRD POSET
5079;8,69064E+12;LIPTON 6*25 GR CAM DEMLIK HEDIYELI
1056;;LIPTON 900GR YELLOW LABEL DOKME CAY
13260;8,69064E+12;LIPTON CAY 100GR MUG BARDAK HEDIYELI
12296;8,69064E+12;LIPTON CAY DOGU KARADENIZ 1000GR
12295;8,69064E+12;LIPTON CAY DOGU KARADENIZ 500GR
20643;8,69064E+12;LIPTON CAY DOGU KARADENIZ 750GR
3796;8,68313E+12;LIPTON CHAI TEA 18GR
17093;8,69064E+12;LIPTON DOGU KAR.BARDAK 200GR
17091;8,69064E+12;LIPTON DOGU KAR.BARDAK 50GR
17092;8,69064E+12;LIPTON DOGU KAR.DEMLIK 153GR
17094;8,69064E+12;LIPTON DOGU KAR.DEMLIK 320GR
19051;8,69064E+12;LIPTON DOGU KAR.POUCH DEMLIK 153GR
282;8,69064E+12;LIPTON DOGU KAR.POUCH DEMLIK 320GR
20560;8,69064E+12;LIPTON DOGU KAR.POUCH DEMLIK 422GR
20175;8,69064E+12;LIPTON DOGU KAR.POUCH DEMLIK 512GR
882;8,69064E+12;LIPTON DOGU KAR.POUCH DEMLIK 77GR
822;8,69064E+12;LIPTON DOGU KARADENIZ 120LI DEMLIK
1107;8,69064E+12;LIPTON DOKME CAY 150GR KIS KARISIMI
3602;8,69064E+12;LIPTON EARL GREY 1000GR DOKME CAY
12189;8,69064E+12;LIPTON EARL GREY 100GR KARTON
4215;8,69064E+12;LIPTON EARL GREY 100GR TEN
9223;8,69064E+12;LIPTON EARL GREY 320GR 100'LU DEMLIK
671;8,69064E+12;LIPTON EARL GREY 500GR
5918;8,69064E+12;LIPTON EARLY GREY 153GR
5920;8,69064E+12;LIPTON EARLY GREY 200 GR
5917;8,69064E+12;LIPTON EARLY GREY 326 GR
5304;8,72061E+12;LIPTON EARLY GREY 48LI 153GR
5919;8,69064E+12;LIPTON EARLY GREY 50GR(BARDAK)
859;8,69064E+12;LIPTON EARLY GREY 900GR
6183;8,69064E+12;LIPTON EARLY GREY TEA
4213;8,69064E+12;LIPTON ENGLISH BREAKFAST 100GR
19784;8,69064E+12;LIPTON ENGLISH BREAKFAST 153GR DEMLIK
5924;8,69064E+12;LIPTON ENGLISH BREAKFAST 200 GR
6435;8,69064E+12;LIPTON ENGLISH BREAKFAST 320GR DEMLIK
5922;8,69064E+12;LIPTON ENGLISH BREAKFAST 50GR(BARDAK)
830;8,69064E+12;LIPTON EXTRA DEM 1000GR
1326;8,69064E+12;LIPTON EXTRA DEM 100LU 210GR
20325;8,69064E+12;LIPTON EXTRA DEM 153GR
1003;8,69064E+12;LIPTON EXTRA DEM 25LI 52GR
20470;8,69064E+12;LIPTON EXTRA DEM 320GR
19945;8,69064E+12;LIPTON EXTRA DEM 500GR
709;8,69064E+12;LIPTON FILIZ CAY 1000GR
1905;8,69064E+12;LIPTON FILIZ CAY 320GR
1004;8,69064E+12;LIPTON FILIZ CAY 48LI 153GR
710;8,69064E+12;LIPTON FILIZ CAY 500GR
6182;8,69064E+12;LIPTON GOLDEN CEYLON 154GR
5916;8,69064E+12;LIPTON GOLDEN CEYLON 200 GR
8343;8,69064E+12;LIPTON GOLDEN CEYLON 320GR 100'LU DEMLIK
5911;8,69064E+12;LIPTON GOLDEN CEYLON 326 GR
5914;8,69064E+12;LIPTON GOLDEN CEYLON 50GR(BARDAK)
4206;8,69064E+12;LIPTON GOLDEN CEYLON TEA 100GR
7840;8,69064E+12;LIPTON ICE TEA 1 LT LIMON
5147;8,69057E+12;LIPTON ICE TEA 1 LT PET LIMON
20653;8,69057E+12;LIPTON ICE TEA 1 LT PET MANGO EXTC.
20205;8,69057E+12;LIPTON ICE TEA 1 LT PET SEFTALI
7841;8,69064E+12;LIPTON ICE TEA 1 LT SEFTALI
366;8,69057E+12;LIPTON ICE TEA 1,5LT AKD.GUNESI
19615;8,69057E+12;LIPTON ICE TEA 1,5LT ELMA
15095;8,69057E+12;LIPTON ICE TEA 1,5LT GREEN
367;8,69057E+12;LIPTON ICE TEA 1,5LT KAR.RUZGARI
15062;8,69057E+12;LIPTON ICE TEA 1,5LT LIMONLU
16288;8,69057E+12;LIPTON ICE TEA 1,5LT MANGO
22946;8,69057E+12;LIPTON ICE TEA 1,5LT SEF.KAYISI
14972;8,69057E+12;LIPTON ICE TEA 1,5LT SEFTALI
873;8,69057E+12;LIPTON ICE TEA 1LT 4LU PAKET
21990;8,69057E+12;LIPTON ICE TEA 2 LT LIMON
15738;8,69057E+12;LIPTON ICE TEA 200ML SEFTALI
3360;8,69057E+12;LIPTON ICE TEA 250ML
21991;8,69057E+12;LIPTON ICE TEA 2LT SEFTALI
933;8,69057E+12;LIPTON ICE TEA 330ML CESIT
14990;8,69057E+12;LIPTON ICE TEA 330ML ELMA
14709;8,69057E+12;LIPTON ICE TEA 330ML GREEN(YESIL CAY)
9546;8,69064E+12;LIPTON ICE TEA 330ML LIGHT LIMON
9421;8,69064E+12;LIPTON ICE TEA 330ML LIGHT SEFTALI
7344;8,69647E+12;LIPTON ICE TEA 330ML LIMON
1269;8,69057E+12;LIPTON ICE TEA 330ML MANGO
16570;8,69057E+12;LIPTON ICE TEA 330ML NAR
3262;8,69057E+12;LIPTON ICE TEA 330ML RED
4680;8,69647E+12;LIPTON ICE TEA 330ML SEFTALI
3475;8,69057E+12;LIPTON ICE TEA 500 ML LIMON
21799;8,69057E+12;LIPTON ICE TEA 500ML CIL.KAVUN
20503;8,69057E+12;LIPTON ICE TEA 500ML KAYISI SEFTALI
22625;8,69057E+12;LIPTON ICE TEA 500ML NANE LIMON
5004;8,69057E+12;LIPTON ICE TEA 500ML SEFTALI
6366;8,69064E+12;LIPTON ILK HASAT 1000GR
9529;8,69064E+12;LIPTON ILK HASAT 500GR
851;8,69064E+12;LIPTON JUMBO 30LU 288GR
7711;8,69064E+12;LIPTON LYL 50 GR HISAR CAY
221037;8,69064E+12;LIPTON MORACCAN MINT GREEN TEA
13361;8,69064E+12;LIPTON P.CAY ROOIBOS CHAI 28GR
19527;8,69064E+12;LIPTON POUCH 24'LU ADACAYI DEMLIK
19528;8,69064E+12;LIPTON POUCH 24'LU KUSBURNU DEMLIK
1848;8,69064E+12;LIPTON RIZE CAY 1000GR
4071;8,69064E+12;LIPTON SECRET GARDEN 32GR IHLAMUR BITK.C
4066;8,69064E+12;LIPTON SECRET GARDEN 40GR PAPT.NANELI
4064;8,69064E+12;LIPTON SECRET GARDEN 50GR KUSBURNU BITK.
939;8,69064E+12;LIPTON SIYAH CAY KARANFILLI 153GR 48LI
940;8,69064E+12;LIPTON SIYAH CAY LIMONLU 153GR 48LI
977;8,69064E+12;LIPTON SIYAH CAY TARCINLI 48LI 153GR
850;8,69064E+12;LIPTON SIYAH INCI 900GR
4086;8,69064E+12;LIPTON SUN TEA 40GR TROPIKAL MEY.CAY
5655;8,72061E+12;LIPTON YELLOW 150LI DEMLİK
1120;8,69064E+12;LIPTON YELLOW 900GR CAY
21779;8,69064E+12;LIPTON YELLOW AND EARLY GREY HEDIYELI
3363;8,69064E+12;LIPTON YELLOW LABEL 100GR 50LI
853;8,69064E+12;LIPTON YELLOW LABEL 280GR
852;8,69064E+12;LIPTON YELLOW LABEL 448GR
3430;8,69064E+12;LIPTON YELLOW LABEL 480GR
497;8,69064E+12;LIPTON YELLOW LABEL DOKME 700GR CAY
846;8,69064E+12;LIPTON YELLOW LABEL EXTRA FILL 240GR
421;8,69064E+12;LIPTON YELOW LABEL DEMLIK HEDIYELI 320GR
14250;8,69064E+12;LIPTON YESIL CAY 100'LU BARDAK 200GR
7533;8,69064E+12;LIPTON YESIL CAY DOKME 100GR
7045;8,69064E+12;LIPTON YESIL CAY DOKME 200GR
5229;3,57466E+12;LISERINE 500ML+250ML
20179;5,01012E+12;LISTERINE 250ML C.ITRUS(PORTAKAL),TOT.CA
21413;5,01012E+12;LISTERINE 250ML FERAH
20180;5,01012E+12;LISTERINE 250ML STAY WHITE,NANE
20181;3,57466E+12;LISTERINE 250ML ZERO,FERAH
772;5,01012E+12;LISTERINE 500ML CESIT
21670;3,57466E+12;LISTERINE ADVENCED 250ML WHITW
5604;8,69057E+12;LOVELA YUNLU VE NAZIK 2000GR
5600;8,69057E+12;LOVELA YUNLU VE NAZIK 500GR
5601;8,69057E+12;LOVELA YUNLU VE NAZIK 950GR
14834;8,6905E+12;LOVELLS BAHAMA 56GR
14833;8,6905E+12;LOVELLS GOLDEN MONTAIN 90GR
14835;8,6905E+12;LOVELLS MACK 50GR
14836;8,6905E+12;LOVELLS SINERGY 60GR
21671;3,57466E+12;LPM DUS JELI 250GR CESIT
460;3,57466E+12;LPM DUS JELI 400ML CESIT
824;3,57466E+12;LPM.EL BAKIM SABUNU 90GR CESIT
945;3,57466E+12;LPM.EL VE VUCUT BAKIM SABUNU TATLI BADEM 90GR
770;3,57466E+12;LPM.SIVI SABUN PORTAKAL 350ML
948;3,57466E+12;LPM.SIVI SABUN SUT 300GR
949;3,57466E+12;LPM.SIVI SABUN Z.YAGLI 300ML
947;3,57466E+12;LPM.VUCUT KREMI NEMLENDIRICI KAVANOZ
946;3,57466E+12;LPM.VUCUT LOSYONU NEMLENDIRICI
5483;8,69057E+12;LUNA 3 AL 2 ODE 250 GR
5482;8,69057E+12;LUNA 3 AL 2 ODE 500 GR
4150;8,69138E+12;LUNA 500GR KASE TER.LEZZETI
706;8,69057E+12;LUNA KASE 250GR
2450;8,69057E+12;LUNA KASE 500GR
9105;8,69057E+12;LUNA MARGARIN 250 GR
14161;8,69057E+12;LUNA MINERELLA 250GR KASE
14162;8,69057E+12;LUNA MINERELLA 500GR KASE
1470;8,69057E+12;LUNA MISIR OZU 3 KG PET
2668;8,69057E+12;LUNA MISIROZU 1 KG
2665;8,69057E+12;LUNA MISIROZU 2 KG
2663;8,69057E+12;LUNA MISIROZU 5 KG
2379;8,69057E+12;LUNA PRATIK TABLET 500 GR
3121;8,69057E+12;LUNA PRATİK TABLET 250GR
3135;8,69057E+12;LUNA RIVIERA ZEYTINYAGI 1 LT
2518;8,69057E+12;LUNA RIVIERA ZEYTINYAGI 1/2 LT
3136;8,69057E+12;LUNA RIVIERA ZEYTINYAGI 2 LT
3166;8,69057E+12;LUNA RIVIERA ZEYTINYAGI 5 LT
5675;8,69057E+12;LUNA SIZMA ZEYTINYAGI 1 LT
1416;8,69057E+12;LUNA SIZMA ZEYTINYAGI 1/2 LT
1722;8,69057E+12;LUNA SIZMA ZEYTINYAGI 2 LT
5674;8,69057E+12;LUNA SIZMA ZEYTINYAGI 5 LT
12794;8,69057E+12;LUNA TEREYAG OTESI 125GR
11864;8,69057E+12;LUNA TEREYAG OTESI 250GR
12696;8,69057E+12;LUNA TEREYAG OTESI 250GR MARGARIN
11865;8,69057E+12;LUNA TEREYAG OTESI 500GR
19691;8,69057E+12;LUNA Z.YAGLI KASE 250GR
19486;8,69138E+12;LUNA Z.YAGLI KASE 500GR
581;9E+12;LUX BAR 80GR SABUN CESITLERI
2646;8,69052E+12;LUX BULASIK DETERJANI 900GR
16181;8,69064E+12;LUX DUS JELI 250ML GLOWING TOUCH
16061;8,69064E+12;LUX DUS JELI 250ML GRAPES ROSES
16060;8,69064E+12;LUX DUS JELI 250ML HEAVENLY MILK
2549;8,69064E+12;LUX DUS JELI 250ML NUTRI PEARLS
16062;8,69064E+12;LUX DUS JELI 250ML OILS OF ORIENT
6488;8,69064E+12;LUX DUS JELI 250ML SHIMMERING SEA
6738;8,69052E+12;LUX EKO 450 GR
494;8,69052E+12;LUX ELANCE  250GR
2159;8,69076E+12;LUX PAMUK 100GR
14447;8,69076E+12;LUX PAMUK 50GR
1441;8,69052E+12;LUX SABUN 100GR ALOE VERA'LI 100
4261;8,59384E+12;LUX SABUN 100GR ALOE VERA'LI 100
6250;8,69064E+12;LUX SABUN 100GR CILEK
6081;8,69064E+12;LUX SABUN 100GR DENIZ MINERALLI
8903;8,69052E+12;LUX SABUN 100GR E VITAMINLI
4428;8,69052E+12;LUX SABUN 100GR GLISERINLI
8904;8,69052E+12;LUX SABUN 100GR GLISERINLI
3948;8,59384E+12;LUX SABUN 100GR MEYVE OZLU
8905;8,69052E+12;LUX SABUN 100GR MEYVE OZLU
3960;8,59384E+12;LUX SABUN 100GR NEMLENDIRICILI
4426;8,69052E+12;LUX SABUN 100GR NEMLENDIRICILI
1126;8,69064E+12;LUX SABUN 100GR SALATALIK
486;8,69052E+12;LUX SABUN 100GR SATIN
965;8,69064E+12;LUX SABUN 100GR SEFTALI
9283;6,22105E+12;LUX SABUN 100GR SHAKE ME UP
4425;8,69052E+12;LUX SABUN 90GR APRCOT
3965;8,59384E+12;LUX SABUN 90GR CHERY
6136;8,59384E+12;LUX SABUN 90GR GRAPE
4427;8,69052E+12;LUX SABUN 90GR MAGCAL
10155;9E+12;LUX SABUN CESITLERI 80GR
3841;6,22105E+12;LUX SABUN-100 GR CREAMY PERFECTION
2204;6,22105E+12;LUX SABUN-100 GR MARINE MASSAGE
406;6,22105E+12;LUX SABUN-100 GR NUTRITION BOOST
25;6,22105E+12;LUX SABUN-100 GR ROSE VELVET
10767;8,69052E+12;LUX SIVI (CIF) 1500 ML LIMON
11027;8,69052E+12;LUX SIVI (CIF) 1500 ML PORTAKAL
10768;8,69052E+12;LUX SIVI (CIF) 250 ML FERAH
10765;8,69052E+12;LUX SIVI (CIF) 250 ML LIMON
4283;8,69052E+12;LUX SIVI 1900GR
5454;8,69052E+12;LUX SIVI 500GR ALOE VERALI
5163;8,69052E+12;LUX SIVI 500GR DENIZ MINERALLERI
7003;8,69052E+12;LUX SIVI 500GR MEYVE OZLU
6542;8,69052E+12;LUX SIVI HIJYEN 435 GR
4082;8,69052E+12;LUX SIVI SABUN 1 LT ALOE VERALI YEDEK
4083;8,69052E+12;LUX SIVI SABUN 1 LT DENIZ MINERAL YEDEK
4081;8,69052E+12;LUX SIVI SABUN 1 LT MEYVE OZLU YEDEK
9228;8,64204E+12;LUX SIVI SABUN 1000 GR
3763;8,69064E+12;LUX SIVI SABUN 2LT ALOE VERA
41;8,69064E+12;LUX SIVI SABUN 2LT DENIZ MINERALLI
2283;8,69064E+12;LUX SIVI SABUN 400ML ALOE VERA
11825;8,69064E+12;LUX SIVI SABUN 400ML DENIZ MINERALLERI
8103;8,69064E+12;LUX SIVI SABUN 400ML MEYVE OZLU
3703;8,69052E+12;LUX SIVI SABUN 750ML ALOE VERA
1880;8,69052E+12;LUX SIVI SABUN 750ML DEN.MINERAL
5047;8,69052E+12;LUX SIVI SABUN 750ML MEY.OZLU
4221;8,69052E+12;LUX SIVI(CIF) 435GR.
4232;8,69052E+12;LUX SIVI(CIF) 900GR.
315;5,00016E+12;M&M'CRISPY 36GR
21998;5,00016E+12;M&M'S CHOCO 100GR
21999;40111445;M&M'S CHOCO 45GR
316;4011445;M&M'S FISTIKLI 45GR
21224;8,6901E+12;M.BIRLIK 200GR 261-320 ZEYTIN
21944;8,6901E+12;M.BIRLIK 200GR 381-460 ZEYTIN
4129;8,6901E+12;M.BIRLIK 350GR DIL.SIYAH ZEYTIN
5329;8,6901E+12;M.BIRLIK 350GR DILIMLI YESIL ZEYTIN
4130;8,6901E+12;M.BIRLIK 350GR SOSLU ZEYTIN
22815;8,6901E+12;M.BIRLIK 400GR 101-120 ZEYTIN
22814;8,6901E+12;M.BIRLIK 400GR 121-140 ZEYTIN
22813;8,6901E+12;M.BIRLIK 400GR 141-160 ZEYTIN
21222;8,6901E+12;M.BIRLIK 400GR 231-260 ZEYTIN
22816;8,6901E+12;M.BIRLIK 400GR 231-260 ZEYTIN CAM
21223;8,6901E+12;M.BIRLIK 400GR 321-380 ZEYTIN
13783;8,6901E+12;M.BIRLIK 400GR AZ TUZLU ZEYTIN
4128;8,6901E+12;M.BIRLIK 400GR KIRMA ZEYTIN
5327;8,6901E+12;M.BIRLIK 400GR KOKTEYL ZEYTIN
3047;8,6901E+12;M.BIRLIK 400GR KURU SELE ZEYTIN
4131;8,6901E+12;M.BIRLIK 400GR SEPET SERISI
